article_id,article_title,part,points,notes
'171.1,"Производство, приобретение, хранение, перевозка или сбыт товаров и продукции без маркировки и (или) нанесения информации, предусмотренной законодательством Российской Федерации",1.1,,есть примечание; есть указание о редакции
'171.1,"Производство, приобретение, хранение, перевозка или сбыт товаров и продукции без маркировки и (или) нанесения информации, предусмотренной законодательством Российской Федерации",2,а;б,есть примечание; есть указание о редакции
'171.1,"Производство, приобретение, хранение, перевозка или сбыт товаров и продукции без маркировки и (или) нанесения информации, предусмотренной законодательством Российской Федерации",2,,есть примечание; есть указание о редакции
'171.1,"Производство, приобретение, хранение, перевозка или сбыт товаров и продукции без маркировки и (или) нанесения информации, предусмотренной законодательством Российской Федерации",3,,есть примечание; есть указание о редакции
'171.1,"Производство, приобретение, хранение, перевозка или сбыт товаров и продукции без маркировки и (или) нанесения информации, предусмотренной законодательством Российской Федерации",4,а;б,есть примечание; есть указание о редакции
'171.1,"Производство, приобретение, хранение, перевозка или сбыт товаров и продукции без маркировки и (или) нанесения информации, предусмотренной законодательством Российской Федерации",5,,есть примечание; есть указание о редакции
'171.1,"Производство, приобретение, хранение, перевозка или сбыт товаров и продукции без маркировки и (или) нанесения информации, предусмотренной законодательством Российской Федерации",6,а;б,есть примечание; есть указание о редакции
'171.2,Незаконные организация и проведение азартных игр,,,есть примечание; есть указание о редакции
'171.2,Незаконные организация и проведение азартных игр,1,,есть примечание; есть указание о редакции
'171.2,Незаконные организация и проведение азартных игр,2,,есть примечание; есть указание о редакции
'171.2,Незаконные организация и проведение азартных игр,2,,есть примечание; есть указание о редакции
'171.2,Незаконные организация и проведение азартных игр,3,,есть примечание; есть указание о редакции
'171.3,"Незаконные производство и (или) оборот этилового спирта, алкогольной и спиртосодержащей продукции, табачной продукции, никотинсодержащей продукции и сырья для их производства",,,есть примечание; есть указание о редакции
'171.3,"Незаконные производство и (или) оборот этилового спирта, алкогольной и спиртосодержащей продукции, табачной продукции, никотинсодержащей продукции и сырья для их производства",1,,есть примечание; есть указание о редакции
'171.3,"Незаконные производство и (или) оборот этилового спирта, алкогольной и спиртосодержащей продукции, табачной продукции, никотинсодержащей продукции и сырья для их производства",1.1,,есть примечание; есть указание о редакции
'171.3,"Незаконные производство и (или) оборот этилового спирта, алкогольной и спиртосодержащей продукции, табачной продукции, никотинсодержащей продукции и сырья для их производства",2,а;б,есть примечание; есть указание о редакции
'171.4,Незаконная розничная продажа алкогольной и спиртосодержащей пищевой продукции,,,есть примечание
'171.4,Незаконная розничная продажа алкогольной и спиртосодержащей пищевой продукции,2,,есть примечание
'171.5,Незаконное осуществление деятельности по предоставлению потребительских кредитов (займов),,,есть примечание
'172,Незаконная банковская деятельность,1,,есть указание о редакции
'172,Незаконная банковская деятельность,2,а;б;в,есть указание о редакции
'172.1,Фальсификация финансовых документов учета и отчетности финансовой организации,,,есть примечание; есть указание о редакции
'172.1,Фальсификация финансовых документов учета и отчетности финансовой организации,1,,есть примечание; есть указание о редакции
'172.1,Фальсификация финансовых документов учета и отчетности финансовой организации,2,,есть примечание; есть указание о редакции
'172.2,Организация деятельности по привлечению денежных средств и (или) иного имущества,,,
'172.2,Организация деятельности по привлечению денежных средств и (или) иного имущества,1,,
'172.2,Организация деятельности по привлечению денежных средств и (или) иного имущества,2,,
'172.3,Невнесение в финансовые документы учета и отчетности кредитной организации сведений о размещенных физическими лицами и индивидуальными предпринимателями денежных средствах,,,есть примечание
'172.3,Невнесение в финансовые документы учета и отчетности кредитной организации сведений о размещенных физическими лицами и индивидуальными предпринимателями денежных средствах,1,,есть примечание
'172.3,Невнесение в финансовые документы учета и отчетности кредитной организации сведений о размещенных физическими лицами и индивидуальными предпринимателями денежных средствах,2,,есть примечание
'172.4,Незаконное осуществление деятельности по возврату просроченной задолженности физических лиц,,,
'172.4,Незаконное осуществление деятельности по возврату просроченной задолженности физических лиц,1,,
'172.4,Незаконное осуществление деятельности по возврату просроченной задолженности физических лиц,2,а;б;в;г,
'172.4,Незаконное осуществление деятельности по возврату просроченной задолженности физических лиц,3,а;б;в,
'173,Утратила силу. - Федеральный закон от 07.04.2010 N 60-ФЗ.,,,
'173.1,"Незаконные образование (создание, реорганизация) юридического лица или государственная регистрация физического лица в качестве индивидуального предпринимателя",,,есть примечание; есть указание о редакции
'173.1,"Незаконные образование (создание, реорганизация) юридического лица или государственная регистрация физического лица в качестве индивидуального предпринимателя",1,,есть примечание; есть указание о редакции
'173.1,"Незаконные образование (создание, реорганизация) юридического лица или государственная регистрация физического лица в качестве индивидуального предпринимателя",2,а;б,есть примечание; есть указание о редакции
'173.1,"Незаконные образование (создание, реорганизация) юридического лица или государственная регистрация физического лица в качестве индивидуального предпринимателя",2,,есть примечание; есть указание о редакции
'173.2,"Незаконное использование документов для образования (создания, реорганизации) юридического лица, государственной регистрации физического лица в качестве индивидуального предпринимателя",,,есть примечание; есть указание о редакции
'173.2,"Незаконное использование документов для образования (создания, реорганизации) юридического лица, государственной регистрации физического лица в качестве индивидуального предпринимателя",1,,есть примечание; есть указание о редакции
'173.2,"Незаконное использование документов для образования (создания, реорганизации) юридического лица, государственной регистрации физического лица в качестве индивидуального предпринимателя",2,,есть примечание; есть указание о редакции
'173.3,Организация деятельности по представлению в налоговые органы Российской Федерации и (или) сбыту заведомо подложных счетов-фактур и (или) налоговых деклараций (расчетов),,,есть примечание
'173.3,Организация деятельности по представлению в налоговые органы Российской Федерации и (или) сбыту заведомо подложных счетов-фактур и (или) налоговых деклараций (расчетов),1,,есть примечание
'173.3,Организация деятельности по представлению в налоговые органы Российской Федерации и (или) сбыту заведомо подложных счетов-фактур и (или) налоговых деклараций (расчетов),2,а;б,есть примечание
'174,"Легализация (отмывание) денежных средств или иного имущества, приобретенных другими лицами преступным путем",,,есть примечание; есть указание о редакции
'174,"Легализация (отмывание) денежных средств или иного имущества, приобретенных другими лицами преступным путем",1,,есть примечание; есть указание о редакции
'174,"Легализация (отмывание) денежных средств или иного имущества, приобретенных другими лицами преступным путем",2,,есть примечание; есть указание о редакции
'174,"Легализация (отмывание) денежных средств или иного имущества, приобретенных другими лицами преступным путем",3,а;б,есть примечание; есть указание о редакции
'174,"Легализация (отмывание) денежных средств или иного имущества, приобретенных другими лицами преступным путем",4,а;б,есть примечание; есть указание о редакции
'174.1,"Легализация (отмывание) денежных средств или иного имущества, приобретенных лицом в результате совершения им преступления",,,есть указание о редакции
'174.1,"Легализация (отмывание) денежных средств или иного имущества, приобретенных лицом в результате совершения им преступления",1,,есть указание о редакции
'174.1,"Легализация (отмывание) денежных средств или иного имущества, приобретенных лицом в результате совершения им преступления",2,,есть указание о редакции
'174.1,"Легализация (отмывание) денежных средств или иного имущества, приобретенных лицом в результате совершения им преступления",3,а;б,есть указание о редакции
'174.1,"Легализация (отмывание) денежных средств или иного имущества, приобретенных лицом в результате совершения им преступления",4,а;б,есть указание о редакции
'175,"Приобретение или сбыт имущества, заведомо добытого преступным путем",1,,есть указание о редакции
'175,"Приобретение или сбыт имущества, заведомо добытого преступным путем",2,а;б;в,есть указание о редакции
'175,"Приобретение или сбыт имущества, заведомо добытого преступным путем",3,,есть указание о редакции
'176,Незаконное получение кредита,1,,есть указание о редакции
'176,Незаконное получение кредита,2,,есть указание о редакции
'177,Злостное уклонение от погашения кредиторской задолженности,,,есть указание о редакции
'178,Ограничение конкуренции,,,есть примечание; есть указание о редакции
'178,Ограничение конкуренции,1,,есть примечание; есть указание о редакции
'178,Ограничение конкуренции,2,,есть примечание; есть указание о редакции
'178,Ограничение конкуренции,2,,есть примечание; есть указание о редакции
'178,Ограничение конкуренции,3,а;б;в;г,есть примечание; есть указание о редакции
'178,Ограничение конкуренции,3,,есть примечание; есть указание о редакции
'178,Ограничение конкуренции,4,,есть примечание; есть указание о редакции
'178,Ограничение конкуренции,4,,есть примечание; есть указание о редакции
'179,Принуждение к совершению сделки или к отказу от ее совершения,1,,есть указание о редакции
'179,Принуждение к совершению сделки или к отказу от ее совершения,2,а;б;в,есть указание о редакции
'180,"Незаконное использование средств индивидуализации товаров (работ, услуг)",,,есть примечание; есть указание о редакции
'180,"Незаконное использование средств индивидуализации товаров (работ, услуг)",1,,есть примечание; есть указание о редакции
'180,"Незаконное использование средств индивидуализации товаров (работ, услуг)",2,,есть примечание; есть указание о редакции
'180,"Незаконное использование средств индивидуализации товаров (работ, услуг)",3,,есть примечание; есть указание о редакции
'181,Нарушение правил изготовления и использования государственных пробирных клейм,1,,есть указание о редакции
'181,Нарушение правил изготовления и использования государственных пробирных клейм,2,,есть указание о редакции
'182,Утратила силу. - Федеральный закон от 08.12.2003 N 162-ФЗ.,,,
'183,"Незаконные получение и разглашение сведений, составляющих коммерческую, налоговую или банковскую тайну",,,есть указание о редакции
'183,"Незаконные получение и разглашение сведений, составляющих коммерческую, налоговую или банковскую тайну",1,,есть указание о редакции
'183,"Незаконные получение и разглашение сведений, составляющих коммерческую, налоговую или банковскую тайну",2,,есть указание о редакции
'183,"Незаконные получение и разглашение сведений, составляющих коммерческую, налоговую или банковскую тайну",3,,есть указание о редакции
'183,"Незаконные получение и разглашение сведений, составляющих коммерческую, налоговую или банковскую тайну",4,,есть указание о редакции
'184,Оказание противоправного влияния на результат официального спортивного соревнования или зрелищного коммерческого конкурса,,,есть примечание; есть указание о редакции
'184,Оказание противоправного влияния на результат официального спортивного соревнования или зрелищного коммерческого конкурса,1,,есть примечание; есть указание о редакции
'184,Оказание противоправного влияния на результат официального спортивного соревнования или зрелищного коммерческого конкурса,2,,есть примечание; есть указание о редакции
'184,Оказание противоправного влияния на результат официального спортивного соревнования или зрелищного коммерческого конкурса,2,,есть примечание; есть указание о редакции
'184,Оказание противоправного влияния на результат официального спортивного соревнования или зрелищного коммерческого конкурса,3,,есть примечание; есть указание о редакции
'184,Оказание противоправного влияния на результат официального спортивного соревнования или зрелищного коммерческого конкурса,4,,есть примечание; есть указание о редакции
'184,Оказание противоправного влияния на результат официального спортивного соревнования или зрелищного коммерческого конкурса,5,,есть примечание; есть указание о редакции
'185,Злоупотребления при эмиссии ценных бумаг,,,есть примечание; есть указание о редакции
'185,Злоупотребления при эмиссии ценных бумаг,1,,есть примечание; есть указание о редакции
'185,Злоупотребления при эмиссии ценных бумаг,2,,есть примечание; есть указание о редакции
'185,Злоупотребления при эмиссии ценных бумаг,3,,есть примечание; есть указание о редакции
'185.1,"Злостное уклонение от раскрытия или предоставления информации, определенной законодательством Российской Федерации о ценных бумагах",,,есть примечание; есть указание о редакции
'185.2,Нарушение порядка учета прав на ценные бумаги,,,есть указание о редакции
'185.2,Нарушение порядка учета прав на ценные бумаги,1,,есть указание о редакции
'185.2,Нарушение порядка учета прав на ценные бумаги,2,,есть указание о редакции
'185.2,Нарушение порядка учета прав на ценные бумаги,3,,есть указание о редакции
'185.3,Манипулирование рынком,,,есть примечание; есть указание о редакции
'185.3,Манипулирование рынком,1,,есть примечание; есть указание о редакции
'185.3,Манипулирование рынком,2,,есть примечание; есть указание о редакции
'185.3,Манипулирование рынком,2,,есть примечание; есть указание о редакции
'185.3,Манипулирование рынком,3,,есть примечание; есть указание о редакции
'185.4,Воспрепятствование осуществлению или незаконное ограничение прав владельцев ценных бумаг,,,есть указание о редакции
'185.4,Воспрепятствование осуществлению или незаконное ограничение прав владельцев ценных бумаг,1,,есть указание о редакции
'185.4,Воспрепятствование осуществлению или незаконное ограничение прав владельцев ценных бумаг,2,,есть указание о редакции
'185.5,Фальсификация решения общего собрания акционеров (участников) хозяйственного общества или решения совета директоров (наблюдательного совета) хозяйственного общества,,,есть указание о редакции
'185.5,Фальсификация решения общего собрания акционеров (участников) хозяйственного общества или решения совета директоров (наблюдательного совета) хозяйственного общества,1,,есть указание о редакции
'185.5,Фальсификация решения общего собрания акционеров (участников) хозяйственного общества или решения совета директоров (наблюдательного совета) хозяйственного общества,2,,есть указание о редакции
'185.6,Неправомерное использование инсайдерской информации,,,есть примечание; есть указание о редакции
'185.6,Неправомерное использование инсайдерской информации,1,,есть примечание; есть указание о редакции
'185.6,Неправомерное использование инсайдерской информации,2,,есть примечание; есть указание о редакции
'186,"Изготовление, хранение, перевозка или сбыт поддельных денег или ценных бумаг",,,есть указание о редакции
'186,"Изготовление, хранение, перевозка или сбыт поддельных денег или ценных бумаг",1,,есть указание о редакции
'186,"Изготовление, хранение, перевозка или сбыт поддельных денег или ценных бумаг",2,,есть указание о редакции
'186,"Изготовление, хранение, перевозка или сбыт поддельных денег или ценных бумаг",3,,есть указание о редакции
'187,Неправомерный оборот средств платежей,,,есть примечание; есть указание о редакции
'187,Неправомерный оборот средств платежей,1,,есть примечание; есть указание о редакции
'187,Неправомерный оборот средств платежей,2,,есть примечание; есть указание о редакции
'187,Неправомерный оборот средств платежей,2,,есть примечание; есть указание о редакции
'187,Неправомерный оборот средств платежей,3,,есть примечание; есть указание о редакции
'187,Неправомерный оборот средств платежей,3,,есть примечание; есть указание о редакции
'187,Неправомерный оборот средств платежей,4,,есть примечание; есть указание о редакции
'187,Неправомерный оборот средств платежей,4,,есть примечание; есть указание о редакции
'187,Неправомерный оборот средств платежей,5,,есть примечание; есть указание о редакции
'187,Неправомерный оборот средств платежей,6,,есть примечание; есть указание о редакции
'188,Утратила силу. - Федеральный закон от 07.12.2011 N 420-ФЗ.,,,
'189,"Незаконные экспорт из Российской Федерации или передача товаров или технологий, вооружения или военной техники, незаконное выполнение работ либо незаконное оказание услуг, в отношении которых установлен экспортный контроль",,,есть указание о редакции
'189,"Незаконные экспорт из Российской Федерации или передача товаров или технологий, вооружения или военной техники, незаконное выполнение работ либо незаконное оказание услуг, в отношении которых установлен экспортный контроль",1,,есть указание о редакции
'189,"Незаконные экспорт из Российской Федерации или передача товаров или технологий, вооружения или военной техники, незаконное выполнение работ либо незаконное оказание услуг, в отношении которых установлен экспортный контроль",2,а;б;в,есть указание о редакции
'189,"Незаконные экспорт из Российской Федерации или передача товаров или технологий, вооружения или военной техники, незаконное выполнение работ либо незаконное оказание услуг, в отношении которых установлен экспортный контроль",3,,есть указание о редакции
'190,Невозвращение на территорию Российской Федерации культурных ценностей,,,есть указание о редакции
'191,"Незаконный оборот янтаря, нефрита или иных полудрагоценных камней, драгоценных металлов, драгоценных камней либо жемчуга",,,есть примечание; есть указание о редакции
'191,"Незаконный оборот янтаря, нефрита или иных полудрагоценных камней, драгоценных металлов, драгоценных камней либо жемчуга",1,,есть примечание; есть указание о редакции
'191,"Незаконный оборот янтаря, нефрита или иных полудрагоценных камней, драгоценных металлов, драгоценных камней либо жемчуга",2,,есть примечание; есть указание о редакции
'191,"Незаконный оборот янтаря, нефрита или иных полудрагоценных камней, драгоценных металлов, драгоценных камней либо жемчуга",3,,есть примечание; есть указание о редакции
'191,"Незаконный оборот янтаря, нефрита или иных полудрагоценных камней, драгоценных металлов, драгоценных камней либо жемчуга",4,,есть примечание; есть указание о редакции
'191,"Незаконный оборот янтаря, нефрита или иных полудрагоценных камней, драгоценных металлов, драгоценных камней либо жемчуга",5,,есть примечание; есть указание о редакции
'191.1,"Приобретение, хранение, перевозка, переработка в целях сбыта или сбыт заведомо незаконно заготовленной древесины",,,есть примечание
'191.1,"Приобретение, хранение, перевозка, переработка в целях сбыта или сбыт заведомо незаконно заготовленной древесины",1,,есть примечание
'191.1,"Приобретение, хранение, перевозка, переработка в целях сбыта или сбыт заведомо незаконно заготовленной древесины",2,,есть примечание
'191.1,"Приобретение, хранение, перевозка, переработка в целях сбыта или сбыт заведомо незаконно заготовленной древесины",3,,есть примечание
'192,Нарушение правил сдачи государству драгоценных металлов и драгоценных камней,,,есть указание о редакции
'193,Уклонение от исполнения обязанностей по репатриации денежных средств в иностранной валюте или валюте Российской Федерации,,,есть примечание; есть указание о редакции
'193,Уклонение от исполнения обязанностей по репатриации денежных средств в иностранной валюте или валюте Российской Федерации,1,,есть примечание; есть указание о редакции
'193,Уклонение от исполнения обязанностей по репатриации денежных средств в иностранной валюте или валюте Российской Федерации,1.1,,есть примечание; есть указание о редакции
'193,Уклонение от исполнения обязанностей по репатриации денежных средств в иностранной валюте или валюте Российской Федерации,2,а;б;в;г,есть примечание; есть указание о редакции
'193.1,Совершение валютных операций по переводу денежных средств в иностранной валюте или валюте Российской Федерации на счета нерезидентов с использованием подложных документов,,,есть примечание
'193.1,Совершение валютных операций по переводу денежных средств в иностранной валюте или валюте Российской Федерации на счета нерезидентов с использованием подложных документов,1,,есть примечание
'193.1,Совершение валютных операций по переводу денежных средств в иностранной валюте или валюте Российской Федерации на счета нерезидентов с использованием подложных документов,2,а;б;в,есть примечание
'193.1,Совершение валютных операций по переводу денежных средств в иностранной валюте или валюте Российской Федерации на счета нерезидентов с использованием подложных документов,3,а;б,есть примечание
'194,"Уклонение от уплаты таможенных платежей, специальных, антидемпинговых и (или) компенсационных пошлин, взимаемых с организации или физического лица",,,есть примечание; есть указание о редакции
'194,"Уклонение от уплаты таможенных платежей, специальных, антидемпинговых и (или) компенсационных пошлин, взимаемых с организации или физического лица",1,,есть примечание; есть указание о редакции
'194,"Уклонение от уплаты таможенных платежей, специальных, антидемпинговых и (или) компенсационных пошлин, взимаемых с организации или физического лица",2,а;б;в;г,есть примечание; есть указание о редакции
'194,"Уклонение от уплаты таможенных платежей, специальных, антидемпинговых и (или) компенсационных пошлин, взимаемых с организации или физического лица",2,,есть примечание; есть указание о редакции
'194,"Уклонение от уплаты таможенных платежей, специальных, антидемпинговых и (или) компенсационных пошлин, взимаемых с организации или физического лица",3,а;б,есть примечание; есть указание о редакции
'194,"Уклонение от уплаты таможенных платежей, специальных, антидемпинговых и (или) компенсационных пошлин, взимаемых с организации или физического лица",4,,есть примечание; есть указание о редакции
'195,Неправомерные действия при банкротстве,,,есть примечание; есть указание о редакции
'195,Неправомерные действия при банкротстве,1,,есть примечание; есть указание о редакции
'195,Неправомерные действия при банкротстве,1.1,,есть примечание; есть указание о редакции
'195,Неправомерные действия при банкротстве,2,,есть примечание; есть указание о редакции
'195,Неправомерные действия при банкротстве,2.1,,есть примечание; есть указание о редакции
'195,Неправомерные действия при банкротстве,3,,есть примечание; есть указание о редакции
'195,Неправомерные действия при банкротстве,4,,есть примечание; есть указание о редакции
'195,Неправомерные действия при банкротстве,5,,есть примечание; есть указание о редакции
'196,Преднамеренное банкротство,,,есть указание о редакции
'196,Преднамеренное банкротство,1,,есть указание о редакции
'196,Преднамеренное банкротство,2,а;б,есть указание о редакции
'197,Фиктивное банкротство,,,есть примечание; есть указание о редакции
'198,"Уклонение физического лица от уплаты налогов, сборов и (или) физического лица - плательщика страховых взносов от уплаты страховых взносов",,,есть примечание; есть указание о редакции
'198,"Уклонение физического лица от уплаты налогов, сборов и (или) физического лица - плательщика страховых взносов от уплаты страховых взносов",1,,есть примечание; есть указание о редакции
'198,"Уклонение физического лица от уплаты налогов, сборов и (или) физического лица - плательщика страховых взносов от уплаты страховых взносов",2,,есть примечание; есть указание о редакции
'198,"Уклонение физического лица от уплаты налогов, сборов и (или) физического лица - плательщика страховых взносов от уплаты страховых взносов",2,,есть примечание; есть указание о редакции
'198,"Уклонение физического лица от уплаты налогов, сборов и (или) физического лица - плательщика страховых взносов от уплаты страховых взносов",3,,есть примечание; есть указание о редакции
'199,"Уклонение от уплаты налогов, сборов, подлежащих уплате организацией, и (или) страховых взносов, подлежащих уплате организацией - плательщиком страховых взносов",,,есть примечание; есть указание о редакции
'199,"Уклонение от уплаты налогов, сборов, подлежащих уплате организацией, и (или) страховых взносов, подлежащих уплате организацией - плательщиком страховых взносов",1,,есть примечание; есть указание о редакции
'199,"Уклонение от уплаты налогов, сборов, подлежащих уплате организацией, и (или) страховых взносов, подлежащих уплате организацией - плательщиком страховых взносов",2,а;б,есть примечание; есть указание о редакции
